func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
map,"core/src/main/java/hudson/model/LoadBalancer.java:77:20::hudson.model.LoadBalancer.Mapping map(@NonNullTasktask,MappingWorksheetworksheet)",LoadBalancer.java,core/src/main/java/hudson/model/LoadBalancer.java,77,77,20,79,3258,3317,"[(77, ""'Mapping map(@NonNull Task task, MappingWorksheet worksheet);'"")]"
loadKey,"cli/src/main/java/hudson/cli/PrivateKeyProvider.java:144:18::hudson.cli.PrivateKeyProvider.KeyPair loadKey(StringpemString,Stringpasswd)",PrivateKeyProvider.java,cli/src/main/java/hudson/cli/PrivateKeyProvider.java,144,157,18,4,4781,5533,"[(144, '\'KeyPair loadKey(String pemString, String passwd) throws IOException, GeneralSecurityException {\\n        Iterable<KeyPair> itr = SecurityUtils.loadKeyPairIdentities(null,\\n                new PathResource(Paths.get(""key"")),\\n                new ByteArrayInputStream(pemString.getBytes(StandardCharsets.UTF_8)),\\n                FilePasswordProvider.of(passwd));\\n        long numLoaded = itr == null ? 0 : StreamSupport.stream(itr.spliterator(), false).count();\\n        if (numLoaded <= 0) {\\n            throw new InvalidKeyException(""Unsupported private key file format: key"");\\n        }\\n        if (numLoaded != 1) {\\n            throw new InvalidKeySpecException(""Multiple private key pairs N/A: key"");\\n        }\\n        return itr.iterator().next();\\n    }\'')]"
checkResponse,"test/src/test/java/jenkins/security/Security857Test.java:103:12::jenkins.security.Security857Test.void checkResponse(Stringresponse,Booleanescape)",Security857Test.java,test/src/test/java/jenkins/security/Security857Test.java,103,112,12,4,3492,4334,"[(103, '\'void checkResponse(String response, Boolean escape) {\\n        String evidence = ""<script> alert"";\\n        if (escape == null) {\\n            Assert.assertFalse(""There is no escape-by-default tag in the jelly (true is assumed) but there are unescaped characters in the response."", response.contains(evidence));\\n        } else if (escape) {\\n            Assert.assertFalse(""Set explicitly the <?jelly escape-by-default=\\\'true\\\' in the jelly but there are unescaped characters in the response. Jenkins is not escaping the characters and it should to."", response.contains(evidence));\\n        } else {\\n            Assert.assertTrue(""Set explicitly the <?jelly escape-by-default=\\\'false\\\' in the jelly but there are escaped characters in the response. Jenkins is escaping the characters and it shouldn\\\'t to."", response.contains(evidence));\\n        }\\n    }\'')]"
read,core/src/main/java/hudson/util/ChunkedInputStream.java:166:11::hudson.util.ChunkedInputStream.int read(byte[]b),ChunkedInputStream.java,core/src/main/java/hudson/util/ChunkedInputStream.java,166,168,11,4,5586,5667,"[(166, ""'int read(byte[] b) throws IOException {\\n        return read(b, 0, b.length);\\n    }'"")]"
doAct,core/src/main/java/hudson/diagnosis/HudsonHomeDiskUsageMonitor.java:70:11::hudson.diagnosis.HudsonHomeDiskUsageMonitor.HttpResponse doAct(@QueryParameterStringno),HudsonHomeDiskUsageMonitor.java,core/src/main/java/hudson/diagnosis/HudsonHomeDiskUsageMonitor.java,70,77,11,4,2394,2663,"[(70, '\'HttpResponse doAct(@QueryParameter String no) throws IOException {\\n        if (no != null) {\\n            disable(true);\\n            return HttpResponses.redirectViaContextPath(""/manage"");\\n        } else {\\n            return HttpResponses.redirectToDot();\\n        }\\n    }\'')]"
isDescendant,core/src/main/java/jenkins/util/VirtualFile.java:551:11::jenkins.util.VirtualFile.boolean isDescendant(StringchildRelativePath),VirtualFile.java,core/src/main/java/jenkins/util/VirtualFile.java,551,553,11,4,24640,24734,"[(551, ""'boolean isDescendant(String childRelativePath) throws IOException {\\n        return false;\\n    }'"")]"
setUnstableReturn,core/src/main/java/hudson/tasks/BatchFile.java:93:11::hudson.tasks.BatchFile.void setUnstableReturn(IntegerunstableReturn),BatchFile.java,core/src/main/java/hudson/tasks/BatchFile.java,93,95,11,4,3313,3412,"[(93, ""'void setUnstableReturn(Integer unstableReturn) {\\n        this.unstableReturn = unstableReturn;\\n    }'"")]"
autoLogin,"core/src/main/java/org/acegisecurity/ui/rememberme/RememberMeServicesSpringImpl.java:40:11::org.acegisecurity.ui.rememberme.RememberMeServicesSpringImpl.org.springframework.security.core.Authentication autoLogin(HttpServletRequestrequest,HttpServletResponseresponse)",RememberMeServicesSpringImpl.java,core/src/main/java/org/acegisecurity/ui/rememberme/RememberMeServicesSpringImpl.java,40,43,11,4,1608,1845,"[(40, ""'org.springframework.security.core.Authentication autoLogin(HttpServletRequest request, HttpServletResponse response) {\\n        Authentication a = delegate.autoLogin(request, response);\\n        return a != null ? a.toSpring() : null;\\n    }'"")]"
nullify,core/src/main/java/hudson/Util.java:594:18::hudson.Util.String nullify(@CheckForNullStringv),Util.java,core/src/main/java/hudson/Util.java,594,596,18,4,23530,23603,"[(594, ""'String nullify(@CheckForNull String v) {\\n        return fixEmpty(v);\\n    }'"")]"
setLastModifiedIfPossible,core/src/main/java/hudson/FilePath.java:1807:12::hudson.FilePath.void setLastModifiedIfPossible(finallongtimestamp),FilePath.java,core/src/main/java/hudson/FilePath.java,1807,1813,12,4,69606,69847,"[(1807, ""'void setLastModifiedIfPossible(final long timestamp) throws IOException, InterruptedException {\\n        String message = act(new SetLastModified(timestamp));\\n\\n        if (message != null) {\\n            LOGGER.warning(message);\\n        }\\n    }'"")]"
filter,"core/src/main/java/jenkins/tasks/filters/EnvVarsFilterRuleWrapper.java:71:11::jenkins.tasks.filters.EnvVarsFilterRuleWrapper.void filter(@NonNullEnvVarsenvVars,@NonNullLauncherlauncher,@NonNullTaskListenerlistener)",EnvVarsFilterRuleWrapper.java,core/src/main/java/jenkins/tasks/filters/EnvVarsFilterRuleWrapper.java,71,82,11,4,2949,3587,"[(71, '\'void filter(@NonNull EnvVars envVars, @NonNull Launcher launcher, @NonNull TaskListener listener) throws EnvVarsFilterException {\\n        EnvVarsFilterRuleContext context = new EnvVarsFilterRuleContext(launcher, listener);\\n        for (EnvVarsFilterRule rule : rules) {\\n            try {\\n                rule.filter(envVars, context);\\n            } catch (EnvVarsFilterException e) {\\n                String message = String.format(""Environment variable filtering failed due to violation with the message: %s"", e.getMessage());\\n                context.getTaskListener().error(message);\\n                throw e;\\n            }\\n        }\\n    }\'')]"
xsDate,core/src/main/java/hudson/Functions.java:219:18::hudson.Functions.String xsDate(Calendarcal),Functions.java,core/src/main/java/hudson/Functions.java,219,221,18,4,7815,7914,"[(219, ""'String xsDate(Calendar cal) {\\n        return Util.XS_DATETIME_FORMATTER.format(cal.getTime());\\n    }'"")]"
getInteger,core/src/main/java/jenkins/util/SystemProperties.java:323:18::jenkins.util.SystemProperties.Integer getInteger(Stringname),SystemProperties.java,core/src/main/java/jenkins/util/SystemProperties.java,323,325,18,4,13154,13231,"[(323, ""'Integer getInteger(String name) {\\n        return getInteger(name, null);\\n    }'"")]"
wrap,core/src/main/java/jenkins/util/InterceptingExecutorService.java:26:23::jenkins.util.InterceptingExecutorService.Runnable wrap(Runnabler),InterceptingExecutorService.java,core/src/main/java/jenkins/util/InterceptingExecutorService.java,26,26,23,48,722,747,"[(26, ""'Runnable wrap(Runnable r);'"")]"
safeDimension,"core/src/main/java/hudson/util/Graph.java:128:18::hudson.util.Graph.Dimension safeDimension(intwidth,intheight,intdefaultWidth,intdefaultHeight)",Graph.java,core/src/main/java/hudson/util/Graph.java,128,134,18,4,4556,4841,"[(128, ""'Dimension safeDimension(int width, int height, int defaultWidth, int defaultHeight) {\\n        if (width <= 0 || height <= 0 || width > MAX_AREA / height) {\\n            width = defaultWidth;\\n            height = defaultHeight;\\n        }\\n        return new Dimension(width, height);\\n    }'"")]"
doScript,"core/src/main/java/hudson/model/Computer.java:1473:11::hudson.model.Computer.void doScript(StaplerRequestreq,StaplerResponsersp)",Computer.java,core/src/main/java/hudson/model/Computer.java,1473,1475,11,4,53025,53169,"[(1473, '\'void doScript(StaplerRequest req, StaplerResponse rsp) throws IOException, ServletException {\\n        _doScript(req, rsp, ""_script.jelly"");\\n    }\'')]"
doNonSecurityPopupContent,"core/src/main/java/jenkins/management/AdministrativeMonitorsApi.java:19:11::jenkins.management.AdministrativeMonitorsApi.void doNonSecurityPopupContent(StaplerRequestreq,StaplerResponseresp)",AdministrativeMonitorsApi.java,core/src/main/java/jenkins/management/AdministrativeMonitorsApi.java,19,22,11,4,562,889,"[(19, '\'void doNonSecurityPopupContent(StaplerRequest req, StaplerResponse resp) throws IOException, ServletException {\\n        AdministrativeMonitorsApiData viewData = new AdministrativeMonitorsApiData(getDecorator().getNonSecurityAdministrativeMonitors());\\n        req.getView(viewData, ""monitorsList.jelly"").forward(req, resp);\\n    }\'')]"
annotate,"core/src/main/java/hudson/scm/ChangeLogAnnotator.java:90:11::hudson.scm.ChangeLogAnnotator.void annotate(AbstractBuild<?,?>build,ChangeLogSet.Entrychange,MarkupTexttext)",ChangeLogAnnotator.java,core/src/main/java/hudson/scm/ChangeLogAnnotator.java,90,92,11,4,3902,4038,"[(90, ""'void annotate(AbstractBuild<?, ?> build, ChangeLogSet.Entry change, MarkupText text) {\\n        annotate((Run) build, change, text);\\n    }'"")]"
doViewExistsCheck,core/src/main/java/hudson/model/ProxyView.java:118:11::hudson.model.ProxyView.FormValidation doViewExistsCheck(@QueryParameterStringvalue),ProxyView.java,core/src/main/java/hudson/model/ProxyView.java,118,128,11,4,3916,4310,"[(118, ""'FormValidation doViewExistsCheck(@QueryParameter String value) {\\n        checkPermission(View.CREATE);\\n\\n        String view = Util.fixEmpty(value);\\n        if (view == null) return FormValidation.ok();\\n\\n        if (Jenkins.get().getView(view) != null)\\n            return FormValidation.ok();\\n        else\\n            return FormValidation.error(Messages.ProxyView_NoSuchViewExists(value));\\n    }'"")]"
cleanFingerprint,"core/src/main/java/jenkins/fingerprints/FingerprintStorage.java:115:11::jenkins.fingerprints.FingerprintStorage.boolean cleanFingerprint(@NonNullFingerprintfingerprint,TaskListenertaskListener)",FingerprintStorage.java,core/src/main/java/jenkins/fingerprints/FingerprintStorage.java,115,137,11,4,4591,5918,"[(115, '\'boolean cleanFingerprint(@NonNull Fingerprint fingerprint, TaskListener taskListener) {\\n        try {\\n            if (!fingerprint.isAlive() && fingerprint.getFacetBlockingDeletion() == null) {\\n                taskListener.getLogger().println(""deleting obsolete "" + fingerprint);\\n                Fingerprint.delete(fingerprint.getHashString());\\n                return true;\\n            } else {\\n                if (!fingerprint.isAlive()) {\\n                    FingerprintFacet deletionBlockerFacet = fingerprint.getFacetBlockingDeletion();\\n                    taskListener.getLogger().println(deletionBlockerFacet.getClass().getName() + "" created on "" +\\n                            new Date(deletionBlockerFacet.getTimestamp()) + "" blocked deletion of "" +\\n                            fingerprint.getHashString());\\n                }\\n                // get the fingerprint in the official map so have the changes visible to Jenkins\\n                // otherwise the mutation made in FingerprintMap can override our trimming.\\n                fingerprint = getFingerprint(fingerprint);\\n                return fingerprint.trim();\\n            }\\n        } catch (IOException e) {\\n            Functions.printStackTrace(e, taskListener.error(""Failed to process "" + fingerprint.getHashString()));\\n            return false;\\n        }\\n    }\'')]"
regenerateTokenFromLegacyIfRequired,core/src/main/java/jenkins/security/apitoken/ApiTokenStore.java:134:24::jenkins.security.apitoken.ApiTokenStore.void regenerateTokenFromLegacyIfRequired(@NonNullSecretnewLegacyApiToken),ApiTokenStore.java,core/src/main/java/jenkins/security/apitoken/ApiTokenStore.java,134,138,24,4,4884,5114,"[(134, ""'void regenerateTokenFromLegacyIfRequired(@NonNull Secret newLegacyApiToken) {\\n        if (tokenList.stream().noneMatch(HashedToken::isLegacy)) {\\n            deleteAllLegacyAndGenerateNewOne(newLegacyApiToken, true);\\n        }\\n    }'"")]"
annotate,"core/src/main/java/hudson/console/ConsoleAnnotator.java:85:20::hudson.console.ConsoleAnnotator.ConsoleAnnotator<T> annotate(@NonNullTcontext,@NonNullMarkupTexttext)",ConsoleAnnotator.java,core/src/main/java/hudson/console/ConsoleAnnotator.java,85,85,20,94,3521,3595,"[(85, ""'ConsoleAnnotator<T> annotate(@NonNull T context, @NonNull MarkupText text);'"")]"
checkInjectionInConfirm,test/src/test/java/lib/layout/StopButtonTest.java:103:12::lib.layout.StopButtonTest.void checkInjectionInConfirm(TestRootActiontestParams),StopButtonTest.java,test/src/test/java/lib/layout/StopButtonTest.java,103,115,12,4,4180,4758,"[(103, '\'void checkInjectionInConfirm(TestRootAction testParams) throws Exception {\\n        testParams.paramHref = ""#"";\\n        testParams.paramAlt = ""Alternative text for icon"";\\n        testParams.paramConfirm = postPayload;\\n\\n        JenkinsRule.WebClient wc = j.createWebClient()\\n                .withThrowExceptionOnFailingStatusCode(false);\\n        HtmlPage p = wc.goTo(""test"");\\n\\n        HtmlElementUtil.click(getStopLink(p));\\n        assertNotEquals(""hacked"", p.getTitleText());\\n        assertTrue(p.getWebResponse().getContentAsString().contains(""Alternative text for icon""));\\n    }\'')]"
resolveEntity,"core/src/main/java/jenkins/util/xml/RestrictiveEntityResolver.java:27:11::jenkins.util.xml.RestrictiveEntityResolver.InputSource resolveEntity(StringpublicId,StringsystemId)",RestrictiveEntityResolver.java,core/src/main/java/jenkins/util/xml/RestrictiveEntityResolver.java,27,29,11,4,781,1006,"[(27, '\'InputSource resolveEntity(String publicId, String systemId) throws SAXException, IOException {\\n        throw new SAXException(""Refusing to resolve entity with publicId("" + publicId + "") and systemId ("" + systemId + "")"");\\n    }\'')]"
getCipher,core/src/main/java/hudson/util/Secret.java:237:18::hudson.util.Secret.Cipher getCipher(Stringalgorithm),Secret.java,core/src/main/java/hudson/util/Secret.java,237,240,18,4,9581,9793,"[(237, ""'Cipher getCipher(String algorithm) throws GeneralSecurityException {\\n        return PROVIDER != null ? Cipher.getInstance(algorithm, PROVIDER)\\n                                : Cipher.getInstance(algorithm);\\n    }'"")]"
